log_budget,duration_days,adults,children,is_family,is_couple,is_solo,is_business,log_price,rating,log_review_count,star_rating,quality_score,luxury_score,business_score,family_score,romantic_score,wellness_score,budget_score,distance_from_city_center_km,pool,spa,family_friendly,business_friendly,walkability,shopping,nightlife,waterfront,poi_density,budget_match,family_x_family_score,business_x_business_score,couple_x_romantic_score,solo_x_budget_score,family_x_wellness_score,couple_x_wellness_score,luxury_style_x_luxury_score,semantic_similarity,target,hotel_id,destination_id
12.079335264112762,6.0,2.0,0.0,1.0,0.0,0.0,1.0,7.783640596221253,4.6,8.80732226751107,5.0,0.915,0.975,1.0,0.05,0.4,0.2,0.2,1.22,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,72.0,1.0,0.05,1.0,0.0,0.0,0.2,0.0,0.975,0.4191335839134011,0.63925,15,ffd6861a-bd53-4760-983e-ca81e02190ed
12.079335264112762,6.0,2.0,0.0,1.0,0.0,0.0,1.0,6.314634412489316,4.6,9.051344640485725,4.0,0.813,0.77,0.938,0.04,0.305,0.15,0.402,2.13,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,58.0,1.0,0.04,0.938,0.0,0.0,0.15,0.0,0.77,0.32061560143438295,0.5737,16,ffd6861a-bd53-4760-983e-ca81e02190ed
12.079335264112762,6.0,2.0,0.0,1.0,0.0,0.0,1.0,6.333705825049111,4.7,9.7611172112444,4.0,0.84,0.779,0.938,0.69,0.555,0.7,0.402,2.38,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,53.0,1.0,0.69,0.938,0.0,0.0,0.7,0.0,0.779,0.3386589462995875,0.71045,17,ffd6861a-bd53-4760-983e-ca81e02190ed
12.079335264112762,6.0,2.0,0.0,1.0,0.0,0.0,1.0,7.679436337196189,4.6,9.161885151706779,4.0,0.873,0.865,0.742,0.04,0.335,0.17,0.318,0.39,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,65.0,1.0,0.04,0.742,0.0,0.0,0.17,0.0,0.865,0.388296900834108,0.56075,18,ffd6861a-bd53-4760-983e-ca81e02190ed
12.079335264112762,6.0,2.0,0.0,1.0,0.0,0.0,1.0,7.6904689029011255,4.7,9.538420349034803,4.0,0.885,0.869,0.742,0.14,0.335,0.17,0.318,2.76,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.0,47.0,1.0,0.14,0.742,0.0,0.0,0.17,0.0,0.869,0.39580206143174657,0.58375,19,ffd6861a-bd53-4760-983e-ca81e02190ed
12.079335264112762,6.0,2.0,0.0,1.0,0.0,0.0,1.0,4.4695795316817435,4.1,9.683900170549684,3.0,0.645,0.472,0.715,0.03,0.15,0.06,0.875,5.56,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.0,65.0,1.0,0.03,0.715,0.0,0.0,0.06,0.0,0.472,0.39508490418578746,0.4488,20,ffd6861a-bd53-4760-983e-ca81e02190ed
10.326465085728923,7.0,3.0,2.0,0.0,0.0,0.0,0.0,7.760381774087405,4.6,10.011579334886969,5.0,0.94,0.927,0.945,0.6,0.62,0.73,0.26,2.51,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,61.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10882420541331944,0.327,1,ffd6861a-bd53-4760-983e-ca81e02190ed
10.326465085728923,7.0,3.0,2.0,0.0,0.0,0.0,0.0,7.5883236773352225,4.6,9.753013439181293,5.0,0.895,0.837,0.74,0.9,0.74,0.86,0.345,6.3,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15946379871376234,0.33075,2,ffd6861a-bd53-4760-983e-ca81e02190ed
10.326465085728923,7.0,3.0,2.0,0.0,0.0,0.0,0.0,7.783640596221253,4.7,10.063861683597258,5.0,0.955,0.949,0.948,0.6,0.635,0.74,0.242,2.67,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.0,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18484427877508727,0.32730000000000004,3,ffd6861a-bd53-4760-983e-ca81e02190ed
10.326465085728923,7.0,3.0,2.0,0.0,0.0,0.0,0.0,6.220709447280168,4.7,9.704670693212975,4.0,0.81,0.709,0.935,0.04,0.29,0.14,0.47,2.96,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15479823731476605,0.3325,4,ffd6861a-bd53-4760-983e-ca81e02190ed
10.326465085728923,7.0,3.0,2.0,0.0,0.0,0.0,0.0,6.125886168361387,4.4,8.977525200965243,4.0,0.734,0.653,0.73,0.04,0.26,0.12,0.705,3.25,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24863162035060385,0.35255000000000003,5,ffd6861a-bd53-4760-983e-ca81e02190ed
10.326465085728923,7.0,3.0,2.0,0.0,0.0,0.0,0.0,6.172889869070121,4.5,8.867004635333567,4.0,0.751,0.69,0.935,0.04,0.29,0.14,0.47,3.13,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1347681102790162,0.3207,6,ffd6861a-bd53-4760-983e-ca81e02190ed
10.326465085728923,7.0,3.0,2.0,0.0,0.0,0.0,0.0,6.29519219797823,4.4,9.369649154461065,4.0,0.815,0.753,1.0,0.04,0.29,0.14,0.42,6.27,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08050845727204808,0.326,7,ffd6861a-bd53-4760-983e-ca81e02190ed
10.326465085728923,7.0,3.0,2.0,0.0,0.0,0.0,0.0,6.29519219797823,4.4,9.396653950039674,4.0,0.815,0.753,0.935,0.04,0.29,0.14,0.42,8.9,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,191.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07923545387111693,0.326,8,ffd6861a-bd53-4760-983e-ca81e02190ed
10.326465085728923,7.0,3.0,2.0,0.0,0.0,0.0,0.0,7.756280956721596,4.7,9.19624144759668,5.0,0.938,0.928,0.745,0.7,0.62,0.73,0.26,1.83,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,71.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1903630332266111,0.3266,9,ffd6861a-bd53-4760-983e-ca81e02190ed
10.326465085728923,7.0,3.0,2.0,0.0,0.0,0.0,0.0,6.320588421959424,4.5,9.379576689221482,4.0,0.83,0.775,0.737,0.69,0.555,0.7,0.402,2.75,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15304565005336007,0.32630000000000003,10,ffd6861a-bd53-4760-983e-ca81e02190ed
10.326465085728923,7.0,3.0,2.0,0.0,0.0,0.0,0.0,7.783640596221253,4.7,9.170351363759819,5.0,0.969,0.992,0.75,1.0,0.9,0.9,0.2,3.09,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18747149421931097,0.3238,11,ffd6861a-bd53-4760-983e-ca81e02190ed
10.326465085728923,7.0,3.0,2.0,0.0,0.0,0.0,0.0,6.146521958586964,4.3,9.806646201086572,4.0,0.765,0.661,0.73,0.04,0.26,0.12,0.705,2.01,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,67.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20916992813476235,0.35875,12,ffd6861a-bd53-4760-983e-ca81e02190ed
10.326465085728923,7.0,3.0,2.0,0.0,0.0,0.0,0.0,7.697030486636303,4.8,9.861206160279522,4.0,0.89,0.871,1.0,0.59,0.585,0.72,0.318,8.22,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,48.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1718571024268466,0.3257,13,ffd6861a-bd53-4760-983e-ca81e02190ed
10.326465085728923,7.0,3.0,2.0,0.0,0.0,0.0,0.0,6.320588421959424,4.5,9.392161803728454,4.0,0.83,0.775,0.938,0.04,0.305,0.15,0.402,9.12,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1868378269485867,0.32630000000000003,14,ffd6861a-bd53-4760-983e-ca81e02190ed
10.326465085728923,7.0,3.0,2.0,0.0,0.0,0.0,0.0,7.783640596221253,4.6,8.80732226751107,5.0,0.915,0.975,1.0,0.05,0.4,0.2,0.2,1.22,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,72.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13348816309290426,0.31300000000000006,15,ffd6861a-bd53-4760-983e-ca81e02190ed
10.326465085728923,7.0,3.0,2.0,0.0,0.0,0.0,0.0,6.314634412489316,4.6,9.051344640485725,4.0,0.813,0.77,0.938,0.04,0.305,0.15,0.402,2.13,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,58.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1669388347603483,0.32289999999999996,16,ffd6861a-bd53-4760-983e-ca81e02190ed
10.326465085728923,7.0,3.0,2.0,0.0,0.0,0.0,0.0,6.333705825049111,4.7,9.7611172112444,4.0,0.84,0.779,0.938,0.69,0.555,0.7,0.402,2.38,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,53.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15931571221254398,0.32830000000000004,17,ffd6861a-bd53-4760-983e-ca81e02190ed
10.326465085728923,7.0,3.0,2.0,0.0,0.0,0.0,0.0,7.679436337196189,4.6,9.161885151706779,4.0,0.873,0.865,0.742,0.04,0.335,0.17,0.318,0.39,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15576594743225314,0.32230000000000003,18,ffd6861a-bd53-4760-983e-ca81e02190ed
10.326465085728923,7.0,3.0,2.0,0.0,0.0,0.0,0.0,7.6904689029011255,4.7,9.538420349034803,4.0,0.885,0.869,0.742,0.14,0.335,0.17,0.318,2.76,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.0,47.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17018178865651756,0.3247,19,ffd6861a-bd53-4760-983e-ca81e02190ed
10.326465085728923,7.0,3.0,2.0,0.0,0.0,0.0,0.0,4.4695795316817435,4.1,9.683900170549684,3.0,0.645,0.472,0.715,0.03,0.15,0.06,0.875,5.56,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20513752197266777,0.36024999999999996,20,ffd6861a-bd53-4760-983e-ca81e02190ed
11.390249227102714,8.0,3.0,1.0,1.0,0.0,0.0,0.0,7.760381774087405,4.6,10.011579334886969,5.0,0.94,0.927,0.945,0.6,0.62,0.73,0.26,2.51,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,61.0,1.0,0.6,0.0,0.0,0.0,0.73,0.0,0.0,0.15639645435818972,0.40800000000000003,1,ffd6861a-bd53-4760-983e-ca81e02190ed
11.390249227102714,8.0,3.0,1.0,1.0,0.0,0.0,0.0,7.5883236773352225,4.6,9.753013439181293,5.0,0.895,0.837,0.74,0.9,0.74,0.86,0.345,6.3,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,15.0,1.0,0.9,0.0,0.0,0.0,0.86,0.0,0.0,0.12394449638015335,0.4590000000000001,2,ffd6861a-bd53-4760-983e-ca81e02190ed
11.390249227102714,8.0,3.0,1.0,1.0,0.0,0.0,0.0,7.783640596221253,4.7,10.063861683597258,5.0,0.955,0.949,0.948,0.6,0.635,0.74,0.242,2.67,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.0,46.0,1.0,0.6,0.0,0.0,0.0,0.74,0.0,0.0,0.20078918043817054,0.41100000000000003,3,ffd6861a-bd53-4760-983e-ca81e02190ed
11.390249227102714,8.0,3.0,1.0,1.0,0.0,0.0,0.0,6.220709447280168,4.7,9.704670693212975,4.0,0.81,0.709,0.935,0.04,0.29,0.14,0.47,2.96,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,26.0,1.0,0.04,0.0,0.0,0.0,0.14,0.0,0.0,0.23420221463345664,0.27,4,ffd6861a-bd53-4760-983e-ca81e02190ed
11.390249227102714,8.0,3.0,1.0,1.0,0.0,0.0,0.0,6.125886168361387,4.4,8.977525200965243,4.0,0.734,0.653,0.73,0.04,0.26,0.12,0.705,3.25,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.0,43.0,1.0,0.04,0.0,0.0,0.0,0.12,0.0,0.0,0.2643739521038404,0.2548,5,ffd6861a-bd53-4760-983e-ca81e02190ed
11.390249227102714,8.0,3.0,1.0,1.0,0.0,0.0,0.0,6.172889869070121,4.5,8.867004635333567,4.0,0.751,0.69,0.935,0.04,0.29,0.14,0.47,3.13,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,18.0,1.0,0.04,0.0,0.0,0.0,0.14,0.0,0.0,0.1876896964250759,0.2582,6,ffd6861a-bd53-4760-983e-ca81e02190ed
11.390249227102714,8.0,3.0,1.0,1.0,0.0,0.0,0.0,6.29519219797823,4.4,9.369649154461065,4.0,0.815,0.753,1.0,0.04,0.29,0.14,0.42,6.27,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,14.0,1.0,0.04,0.0,0.0,0.0,0.14,0.0,0.0,0.14830101430210954,0.271,7,ffd6861a-bd53-4760-983e-ca81e02190ed
11.390249227102714,8.0,3.0,1.0,1.0,0.0,0.0,0.0,6.29519219797823,4.4,9.396653950039674,4.0,0.815,0.753,0.935,0.04,0.29,0.14,0.42,8.9,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,191.0,1.0,0.04,0.0,0.0,0.0,0.14,0.0,0.0,0.18899172834046402,0.271,8,ffd6861a-bd53-4760-983e-ca81e02190ed
11.390249227102714,8.0,3.0,1.0,1.0,0.0,0.0,0.0,7.756280956721596,4.7,9.19624144759668,5.0,0.938,0.928,0.745,0.7,0.62,0.73,0.26,1.83,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,71.0,1.0,0.7,0.0,0.0,0.0,0.73,0.0,0.0,0.17731276122019812,0.4276,9,ffd6861a-bd53-4760-983e-ca81e02190ed
11.390249227102714,8.0,3.0,1.0,1.0,0.0,0.0,0.0,6.320588421959424,4.5,9.379576689221482,4.0,0.83,0.775,0.737,0.69,0.555,0.7,0.402,2.75,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.0,43.0,1.0,0.69,0.0,0.0,0.0,0.7,0.0,0.0,0.15148069374114229,0.404,10,ffd6861a-bd53-4760-983e-ca81e02190ed
11.390249227102714,8.0,3.0,1.0,1.0,0.0,0.0,0.0,7.783640596221253,4.7,9.170351363759819,5.0,0.969,0.992,0.75,1.0,0.9,0.9,0.2,3.09,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,32.0,1.0,1.0,0.0,0.0,0.0,0.9,0.0,0.0,0.10125631568709183,0.4938,11,ffd6861a-bd53-4760-983e-ca81e02190ed
11.390249227102714,8.0,3.0,1.0,1.0,0.0,0.0,0.0,6.146521958586964,4.3,9.806646201086572,4.0,0.765,0.661,0.73,0.04,0.26,0.12,0.705,2.01,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,67.0,1.0,0.04,0.0,0.0,0.0,0.12,0.0,0.0,0.19886735558800886,0.261,12,ffd6861a-bd53-4760-983e-ca81e02190ed
11.390249227102714,8.0,3.0,1.0,1.0,0.0,0.0,0.0,7.697030486636303,4.8,9.861206160279522,4.0,0.89,0.871,1.0,0.59,0.585,0.72,0.318,8.22,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,48.0,1.0,0.59,0.0,0.0,0.0,0.72,0.0,0.0,0.146537069765931,0.396,13,ffd6861a-bd53-4760-983e-ca81e02190ed
11.390249227102714,8.0,3.0,1.0,1.0,0.0,0.0,0.0,6.320588421959424,4.5,9.392161803728454,4.0,0.83,0.775,0.938,0.04,0.305,0.15,0.402,9.12,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,41.0,1.0,0.04,0.0,0.0,0.0,0.15,0.0,0.0,0.2155900900479549,0.274,14,ffd6861a-bd53-4760-983e-ca81e02190ed
11.390249227102714,8.0,3.0,1.0,1.0,0.0,0.0,0.0,7.783640596221253,4.6,8.80732226751107,5.0,0.915,0.975,1.0,0.05,0.4,0.2,0.2,1.22,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,72.0,1.0,0.05,0.0,0.0,0.0,0.2,0.0,0.0,0.2031191098273956,0.29300000000000004,15,ffd6861a-bd53-4760-983e-ca81e02190ed
11.390249227102714,8.0,3.0,1.0,1.0,0.0,0.0,0.0,6.314634412489316,4.6,9.051344640485725,4.0,0.813,0.77,0.938,0.04,0.305,0.15,0.402,2.13,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,58.0,1.0,0.04,0.0,0.0,0.0,0.15,0.0,0.0,0.2209652125544828,0.2706,16,ffd6861a-bd53-4760-983e-ca81e02190ed
11.390249227102714,8.0,3.0,1.0,1.0,0.0,0.0,0.0,6.333705825049111,4.7,9.7611172112444,4.0,0.84,0.779,0.938,0.69,0.555,0.7,0.402,2.38,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,53.0,1.0,0.69,0.0,0.0,0.0,0.7,0.0,0.0,0.1453396226051012,0.406,17,ffd6861a-bd53-4760-983e-ca81e02190ed
11.390249227102714,8.0,3.0,1.0,1.0,0.0,0.0,0.0,7.679436337196189,4.6,9.161885151706779,4.0,0.873,0.865,0.742,0.04,0.335,0.17,0.318,0.39,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,65.0,1.0,0.04,0.0,0.0,0.0,0.17,0.0,0.0,0.19769148517910992,0.2826,18,ffd6861a-bd53-4760-983e-ca81e02190ed
11.390249227102714,8.0,3.0,1.0,1.0,0.0,0.0,0.0,7.6904689029011255,4.7,9.538420349034803,4.0,0.885,0.869,0.742,0.14,0.335,0.17,0.318,2.76,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.0,47.0,1.0,0.14,0.0,0.0,0.0,0.17,0.0,0.0,0.17620348088950386,0.30500000000000005,19,ffd6861a-bd53-4760-983e-ca81e02190ed
11.390249227102714,8.0,3.0,1.0,1.0,0.0,0.0,0.0,4.4695795316817435,4.1,9.683900170549684,3.0,0.645,0.472,0.715,0.03,0.15,0.06,0.875,5.56,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.0,65.0,1.0,0.03,0.0,0.0,0.0,0.06,0.0,0.0,0.22066499696201775,0.23500000000000001,20,ffd6861a-bd53-4760-983e-ca81e02190ed
11.344885439882043,11.0,1.0,1.0,0.0,0.0,0.0,0.0,7.760381774087405,4.6,10.011579334886969,5.0,0.94,0.927,0.945,0.6,0.62,0.73,0.26,2.51,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,61.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09781421155318672,0.327,1,ffd6861a-bd53-4760-983e-ca81e02190ed
11.344885439882043,11.0,1.0,1.0,0.0,0.0,0.0,0.0,7.5883236773352225,4.6,9.753013439181293,5.0,0.895,0.837,0.74,0.9,0.74,0.86,0.345,6.3,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11109680884189849,0.33075,2,ffd6861a-bd53-4760-983e-ca81e02190ed
11.344885439882043,11.0,1.0,1.0,0.0,0.0,0.0,0.0,7.783640596221253,4.7,10.063861683597258,5.0,0.955,0.949,0.948,0.6,0.635,0.74,0.242,2.67,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.0,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16008604270951554,0.32730000000000004,3,ffd6861a-bd53-4760-983e-ca81e02190ed
11.344885439882043,11.0,1.0,1.0,0.0,0.0,0.0,0.0,6.220709447280168,4.7,9.704670693212975,4.0,0.81,0.709,0.935,0.04,0.29,0.14,0.47,2.96,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14424304471986069,0.3325,4,ffd6861a-bd53-4760-983e-ca81e02190ed
11.344885439882043,11.0,1.0,1.0,0.0,0.0,0.0,0.0,6.125886168361387,4.4,8.977525200965243,4.0,0.734,0.653,0.73,0.04,0.26,0.12,0.705,3.25,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26655928308299154,0.35255000000000003,5,ffd6861a-bd53-4760-983e-ca81e02190ed
11.344885439882043,11.0,1.0,1.0,0.0,0.0,0.0,0.0,6.172889869070121,4.5,8.867004635333567,4.0,0.751,0.69,0.935,0.04,0.29,0.14,0.47,3.13,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13006322167769452,0.3207,6,ffd6861a-bd53-4760-983e-ca81e02190ed
